year,state,city,population,violent_crime,murder_and_non_negligent_man_slaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,crime_index_total,modified_crime_index_total
2004,CALIFORNIA,Maywood,"29,083",153,5,11,61,76,418,61,186,171,3,,
2004,CALIFORNIA,Menlo Park,"30,155",78,3,8,37,30,779,165,544,70,3,,
2004,CALIFORNIA,Merced,"70,314",602,12,29,147,414,"4,774",717,"3,392",665,47,,
2004,CALIFORNIA,Millbrae,"20,271",36,1,3,15,17,408,64,266,78,2,,
2004,CALIFORNIA,Mill Valley,"13,573",14,0,2,3,9,255,59,170,26,3,,
2004,CALIFORNIA,Milpitas,"63,809",195,0,21,35,139,"2,246",322,"1,625",299,8,,
2004,CALIFORNIA,Mission Viejo,"96,936",120,1,4,34,81,"1,312",228,"1,001",83,15,,
2004,CALIFORNIA,Modesto,"209,258","1,291",19,67,395,810,"14,372","1,857","9,623","2,892",100,,
2004,CALIFORNIA,Monrovia,"38,434",144,3,15,53,73,"1,132",137,811,184,0,,
2004,CALIFORNIA,Montclair,"35,177",242,4,12,82,144,"2,214",262,"1,479",473,5,,
2004,CALIFORNIA,Montebello,"64,482",293,6,10,132,145,"2,063",273,"1,197",593,38,,
2004,CALIFORNIA,Monterey,"30,306",186,0,15,29,142,"1,305",248,985,72,2,,
2004,CALIFORNIA,Monterey Park,"62,931",163,1,6,97,59,"1,498",275,715,508,2,,
2004,CALIFORNIA,Moorpark,"35,574",40,1,3,6,30,368,101,237,30,5,,
2004,CALIFORNIA,Moraga,"16,894",17,0,0,3,14,232,34,174,24,7,,
2004,CALIFORNIA,Moreno Valley,"158,875",803,9,50,355,389,"6,171","1,561","3,492","1,118",14,,
2004,CALIFORNIA,Morgan Hill,"34,522",50,0,8,19,23,949,180,685,84,30,,
2004,CALIFORNIA,Morro Bay,"10,492",19,0,2,2,15,187,39,139,9,0,,
2004,CALIFORNIA,Mountain View,"70,166",263,1,13,54,195,"1,973",229,"1,542",202,10,,
2004,CALIFORNIA,Murrieta,"67,499",90,1,14,26,49,"1,391",439,767,185,16,,
2004,CALIFORNIA,Napa,"76,432",328,2,28,37,261,"2,443",306,"1,911",226,19,,
2004,CALIFORNIA,National City,"58,964",421,5,16,139,261,"2,834",390,"1,544",900,15,,
2004,CALIFORNIA,Newark,"43,539",142,0,8,56,78,"2,049",294,"1,454",301,6,,
2004,CALIFORNIA,Newport Beach,"78,943",124,1,12,28,83,"2,389",596,"1,640",153,4,,
2004,CALIFORNIA,Norco,"26,568",113,0,5,26,82,975,231,627,117,6,,
2004,CALIFORNIA,Norwalk,"108,391",547,2,19,182,344,"2,983",608,"1,444",931,21,,
2004,CALIFORNIA,Novato,"48,941",68,1,9,16,42,"1,313",260,863,190,26,,
2004,CALIFORNIA,Oakdale,"17,641",47,2,6,10,29,"1,274",416,689,169,4,,
2004,CALIFORNIA,Oakland,"403,445","5,151",83,262,"2,190","2,616","22,185","4,324","10,984","6,877",266,,
2004,CALIFORNIA,Oakley,"26,653",71,0,5,12,54,904,127,596,181,4,,
2004,CALIFORNIA,Oceanside,"169,009","1,022",8,77,289,648,"6,115","1,125","4,166",824,33,,
2004,CALIFORNIA,Ontario,"169,333",990,7,88,352,543,"7,091",980,"4,053","2,058",69,,
2004,CALIFORNIA,Orange,"133,722",239,1,7,95,136,"3,529",488,"2,474",567,29,,
2004,CALIFORNIA,Orinda,"18,300",12,0,3,5,4,331,66,238,27,1,,
2004,CALIFORNIA,Oroville,"13,289",201,0,15,22,164,"1,106",358,573,175,2,,
2004,CALIFORNIA,Oxnard,"182,959",772,18,24,370,360,"5,022",904,"3,079","1,039",66,,
2004,CALIFORNIA,Pacifica,"37,721",61,0,5,12,44,669,116,456,97,6,,
2004,CALIFORNIA,Pacific Grove,"15,622",18,0,3,3,12,341,89,237,15,6,,
2004,CALIFORNIA,Palmdale,"129,233",996,10,55,308,623,"4,186","1,009","2,352",825,50,,
2004,CALIFORNIA,Palm Desert,"46,150",165,1,11,41,112,"2,972",861,"1,871",240,4,,
2004,CALIFORNIA,Palm Springs,"45,750",387,4,17,107,259,"3,435",852,"1,984",599,28,,
2004,CALIFORNIA,Palo Alto,"57,893",89,2,12,38,37,"1,947",290,"1,526",131,14,,
2004,CALIFORNIA,Palos Verdes Estates,"13,987",10,0,0,1,9,127,44,76,7,0,,
2004,CALIFORNIA,Paradise,"27,105",52,0,7,11,34,"1,035",319,644,72,4,,
2004,CALIFORNIA,Paramount,"57,314",441,5,22,205,209,"2,223",402,"1,081",740,29,,
2004,CALIFORNIA,Parlier,"12,501",97,0,0,21,76,617,124,380,113,9,,
2004,CALIFORNIA,Pasadena,"142,742",667,9,17,298,343,"4,458",723,"3,196",539,50,,
2004,CALIFORNIA,Paso Robles,"26,718",120,0,13,8,99,669,250,364,55,12,,
2004,CALIFORNIA,Patterson,"14,403",21,0,3,4,14,522,128,318,76,4,,
2004,CALIFORNIA,Perris,"41,683",299,3,10,82,204,"1,768",316,975,477,5,,
2004,CALIFORNIA,Petaluma,"55,811",142,0,28,28,86,"1,323",169,991,163,12,,
2004,CALIFORNIA,Pico Rivera,"66,070",390,6,19,119,246,"1,755",353,942,460,11,,
2004,CALIFORNIA,Piedmont,"10,971",1,0,0,1,0,318,66,175,77,0,,
2004,CALIFORNIA,Pinole,"19,657",118,0,3,55,60,"1,347",217,827,303,9,,
2004,CALIFORNIA,Pittsburg,"61,708",272,8,11,84,169,"2,377",374,"1,469",534,3,,
2004,CALIFORNIA,Placentia,"48,766",129,0,1,40,88,892,169,594,129,7,,
2004,CALIFORNIA,Placerville,"10,240",44,0,3,6,35,438,87,297,54,0,,
2004,CALIFORNIA,Pleasant Hill,"34,250",136,1,7,35,93,"1,962",355,"1,370",237,8,,
2004,CALIFORNIA,Pleasanton,"66,743",90,0,12,22,56,"1,886",272,"1,433",181,20,,
2004,CALIFORNIA,Pomona,"155,925","1,204",21,50,349,784,"5,186","1,013","2,630","1,543",19,,
2004,CALIFORNIA,Porterville,"42,974",251,4,10,72,165,"2,182",549,"1,206",427,2,,
2004,CALIFORNIA,Port Hueneme,"22,089",88,1,4,20,63,530,144,290,96,1,,
2004,CALIFORNIA,Poway,"49,769",75,0,4,10,61,849,190,561,98,13,,
2004,CALIFORNIA,Rancho Cucamonga,"153,389",263,4,22,97,140,"4,326",801,"2,747",778,19,,
2004,CALIFORNIA,Rancho Mirage,"15,473",46,0,0,11,35,961,274,598,89,0,,
2004,CALIFORNIA,Rancho Palos Verdes,"42,753",56,0,3,10,43,470,163,266,41,4,,
2004,CALIFORNIA,Rancho Santa Margarita,"49,709",43,1,0,6,36,491,89,372,30,2,,
2004,CALIFORNIA,Red Bluff,"13,848",186,0,22,10,154,820,192,543,85,3,,
2004,CALIFORNIA,Redding,"88,589",470,2,71,79,318,"3,679",801,"2,491",387,28,,
2004,CALIFORNIA,Redlands,"68,642",294,3,19,97,175,"2,321",523,"1,367",431,21,,
2004,CALIFORNIA,Redondo Beach,"67,102",184,0,17,63,104,"1,733",355,"1,158",220,8,,
2004,CALIFORNIA,Redwood City,"74,320",319,1,18,60,240,"2,473",359,"1,738",376,22,,
2004,CALIFORNIA,Reedley,"21,798",131,2,5,21,103,843,154,553,136,10,,
2004,CALIFORNIA,Rialto,"99,223",994,13,30,312,639,"3,480",665,"1,633","1,182",27,,
2004,CALIFORNIA,Richmond,"103,507","1,080",35,36,500,509,"6,180","1,038","2,765","2,377",48,,
2004,CALIFORNIA,Ridgecrest,"25,931",157,1,16,15,125,713,226,436,51,4,,
2004,CALIFORNIA,Ripon,"12,290",28,0,1,7,20,376,59,267,50,0,,
2004,CALIFORNIA,Riverbank,"18,053",38,0,2,14,22,986,186,656,144,11,,
2004,CALIFORNIA,Riverside,"284,762","1,777",17,90,563,"1,107","12,497","2,372","7,608","2,517",214,,
2004,CALIFORNIA,Rocklin,"47,478",68,0,7,11,50,"1,250",231,870,149,9,,
2004,CALIFORNIA,Rohnert Park,"42,354",177,0,18,29,130,"1,270",223,910,137,5,,
2004,CALIFORNIA,Rosemead,"55,899",262,6,5,98,153,"1,406",380,607,419,10,,
2004,CALIFORNIA,Roseville,"99,494",286,2,17,78,189,"4,346",702,"3,080",564,6,,
2004,CALIFORNIA,Sacramento,"450,472","4,730",50,195,"1,914","2,571","28,107","5,362","15,455","7,290",389,,
2004,CALIFORNIA,Salinas,"149,545","1,216",17,69,452,678,"6,764",918,"4,549","1,297",37,,
2004,CALIFORNIA,San Anselmo,"12,272",17,0,4,1,12,261,80,157,24,3,,
2004,CALIFORNIA,San Bernardino,"197,611","2,635",50,96,959,"1,530","11,299","2,543","5,508","3,248",91,,
2004,CALIFORNIA,San Bruno,"40,059",115,1,9,51,54,992,127,660,205,0,,
2004,CALIFORNIA,San Carlos,"27,316",25,1,5,7,12,592,131,412,49,4,,
2004,CALIFORNIA,San Clemente,"58,434",80,2,5,22,51,750,174,489,87,12,,
2004,CALIFORNIA,San Diego,"1,281,366","6,774",62,373,"1,650","4,689","45,443","7,305","25,168","12,970",191,,
2004,CALIFORNIA,San Dimas,"36,415",91,1,5,35,50,872,188,564,120,8,,
2004,CALIFORNIA,San Fernando,"24,533",132,1,6,63,62,586,98,318,170,5,,
2004,CALIFORNIA,San Francisco,"760,353","5,757",88,152,"3,041","2,476","35,869","6,097","21,711","8,061",258,,
2004,CALIFORNIA,San Gabriel,"41,460",201,2,7,81,111,942,255,519,168,10,,
2004,CALIFORNIA,Sanger,"20,345",96,1,8,15,72,635,107,406,122,1,,
2004,CALIFORNIA,San Jose,"908,712","3,379",24,256,785,"2,314","22,298","3,616","14,165","4,517",248,,
2004,CALIFORNIA,San Juan Capistrano,"35,197",61,0,3,13,45,493,119,305,69,4,,
2004,CALIFORNIA,San Leandro,"81,063",489,4,27,181,277,"3,876",603,"2,303",970,12,,
2004,CALIFORNIA,San Luis Obispo,"44,712",183,1,25,29,128,"1,972",399,"1,442",131,42,,
2004,CALIFORNIA,San Marcos,"64,983",250,1,17,61,171,"1,495",346,844,305,12,,
2004,CALIFORNIA,San Marino,"13,383",14,0,2,7,5,168,56,103,9,0,,
2004,CALIFORNIA,San Mateo,"92,209",416,4,24,137,251,"3,344",398,"2,632",314,31,,
2004,CALIFORNIA,San Pablo,"31,399",218,3,6,83,126,"1,785",288,845,652,10,,
2004,CALIFORNIA,San Rafael,"56,449",197,1,20,61,115,"1,973",331,"1,292",350,7,,
2004,CALIFORNIA,San Ramon,"46,437",47,0,2,15,30,"1,225",156,925,144,3,,
2004,CALIFORNIA,Santa Ana,"346,461","1,858",25,73,565,"1,195","9,906","1,238","5,442","3,226",131,,
2004,CALIFORNIA,Santa Barbara,"89,269",624,0,40,88,496,"2,730",636,"1,889",205,48,,
2004,CALIFORNIA,Santa Clara,"103,273",239,2,37,52,148,"3,263",463,"2,429",371,12,,
2004,CALIFORNIA,Santa Clarita,"164,619",362,2,30,113,217,"3,157",729,"1,965",463,18,,
2004,CALIFORNIA,Santa Cruz,"54,888",490,1,59,82,348,"2,976",534,"2,251",191,32,,
2004,CALIFORNIA,Santa Fe Springs,"17,228",137,0,2,71,64,"1,712",295,"1,032",385,9,,
2004,CALIFORNIA,Santa Maria,"82,889",660,3,34,152,471,"2,483",448,"1,500",535,32,,
2004,CALIFORNIA,Santa Monica,"88,167",557,2,29,244,282,"3,540",752,"2,370",418,12,,
2004,CALIFORNIA,Santa Paula,"29,212",61,1,7,12,41,669,154,441,74,7,,
2004,CALIFORNIA,Santa Rosa,"155,155","1,002",5,98,140,759,"5,434",955,"3,791",688,30,,
2004,CALIFORNIA,Santee,"53,553",165,1,16,44,104,"1,232",238,790,204,4,,
2004,CALIFORNIA,Saratoga,"29,647",14,0,2,4,8,330,106,211,13,3,,
2004,CALIFORNIA,Scotts Valley,"11,414",15,0,2,3,10,265,35,220,10,3,,
2004,CALIFORNIA,Seal Beach,"24,723",46,1,2,13,30,393,96,256,41,2,,
2004,CALIFORNIA,Seaside,"34,288",149,2,10,41,96,718,108,518,92,2,,
2004,CALIFORNIA,Selma,"21,420",106,2,4,40,60,"1,339",143,969,227,9,,
2004,CALIFORNIA,Shafter,"13,878",67,1,6,9,51,581,143,374,64,10,,
2004,CALIFORNIA,Sierra Madre,"11,062",5,0,2,1,2,108,33,62,13,2,,
2004,CALIFORNIA,Signal Hill,"10,276",54,1,6,28,19,682,129,453,100,0,,
2004,CALIFORNIA,Simi Valley,"118,466",181,3,15,35,128,"2,189",512,"1,477",200,30,,
2004,CALIFORNIA,Solana Beach,"13,143",36,0,0,17,19,334,72,209,53,1,,
2004,CALIFORNIA,Soledad,"25,539",34,2,3,10,19,345,150,164,31,1,,
2004,CALIFORNIA,South El Monte,"22,027",141,2,4,34,101,820,163,413,244,13,,
2004,CALIFORNIA,South Gate,"100,108",546,9,15,290,232,"3,142",501,"1,346","1,295",20,,
2004,CALIFORNIA,South Lake Tahoe,"24,188",133,0,23,28,82,760,252,433,75,1,,
2004,CALIFORNIA,South Pasadena,"25,134",50,0,5,34,11,568,122,371,75,8,,
2004,CALIFORNIA,South San Francisco,"60,100",119,1,12,38,68,"1,437",297,887,253,29,,
2004,CALIFORNIA,Stanton,"38,290",134,3,8,40,83,887,171,483,233,13,,
2004,CALIFORNIA,Stockton,"274,598","3,700",40,108,"1,187","2,365","18,405","3,067","11,023","4,315",65,,
2004,CALIFORNIA,Suisun City,"27,279",103,1,10,30,62,627,144,341,142,5,,
2004,CALIFORNIA,Sunnyvale,"130,032",161,2,19,52,88,"2,843",395,"2,102",346,16,,
2004,CALIFORNIA,Susanville,"17,787",64,0,4,3,57,324,83,223,18,1,,
2004,CALIFORNIA,Temecula,"77,722",207,0,15,38,154,"2,423",525,"1,558",340,7,,
2004,CALIFORNIA,Temple City,"36,744",60,0,4,25,31,530,192,262,76,5,,
2004,CALIFORNIA,Thousand Oaks,"125,625",165,0,16,36,113,"1,824",333,"1,304",187,23,,
2004,CALIFORNIA,Torrance,"144,266",269,0,25,149,95,"3,642",696,"2,357",589,51,,
2004,CALIFORNIA,Tracy,"73,292",129,2,4,58,65,"2,907",406,"1,980",521,30,,
2004,CALIFORNIA,Truckee,"15,102",36,0,4,1,31,401,127,235,39,2,,
2004,CALIFORNIA,Tulare,"47,968",452,4,17,69,362,"3,137",972,"1,672",493,51,,
2004,CALIFORNIA,Turlock,"64,199",372,4,21,71,276,"4,652",924,"2,481","1,247",33,,
2004,CALIFORNIA,Tustin,"69,268",216,1,15,46,154,"2,046",422,"1,299",325,5,,
2004,CALIFORNIA,Twentynine Palms,"26,271",29,1,6,12,10,480,152,257,71,5,,
2004,CALIFORNIA,Twin Cities,"21,283",11,0,1,8,2,697,186,425,86,3,,
2004,CALIFORNIA,Ukiah,"15,842",72,0,8,7,57,586,241,300,45,7,,
2004,CALIFORNIA,Union City,"70,109",348,1,13,157,177,"2,689",538,"1,574",577,14,,
2004,CALIFORNIA,Upland,"72,871",260,3,17,111,129,"3,035",488,"2,064",483,4,,
2004,CALIFORNIA,Vacaville,"95,215",331,2,36,82,211,"2,371",362,"1,690",319,31,,
2004,CALIFORNIA,Ventura,"105,341",259,3,18,94,144,"3,920",743,"2,758",419,15,,
2004,CALIFORNIA,Victorville,"75,852",389,4,19,178,188,"4,082",778,"2,582",722,11,,
2004,CALIFORNIA,Visalia,"101,773",989,6,39,183,761,"6,924","1,455","4,370","1,099",14,,
2004,CALIFORNIA,Vista,"92,872",465,3,28,162,272,"2,896",741,"1,636",519,16,,
2004,CALIFORNIA,Walnut,"31,448",56,1,1,24,30,525,183,244,98,6,,
2004,CALIFORNIA,Walnut Creek,"65,903",115,1,4,33,77,"3,137",520,"2,332",285,6,,
2004,CALIFORNIA,Watsonville,"46,691",283,2,25,76,180,"1,789",236,"1,377",176,10,,
2004,CALIFORNIA,West Covina,"109,500",374,5,16,152,201,"4,201",642,"2,678",881,17,,
2004,CALIFORNIA,West Hollywood,"37,155",317,1,23,139,154,"1,675",341,"1,018",316,1,,
2004,CALIFORNIA,Westminster,"90,525",333,2,23,96,212,"2,893",535,"1,786",572,14,,
2004,CALIFORNIA,West Sacramento,"38,334",415,2,38,69,306,"1,519",650,490,379,58,,
2004,CALIFORNIA,Whittier,"86,353",312,5,16,118,173,"2,887",453,"1,943",491,7,,
2004,CALIFORNIA,Windsor,"24,694",65,2,2,9,52,450,82,331,37,4,,
2004,CALIFORNIA,Woodland,"51,576",297,1,16,45,235,"1,730",401,"1,018",311,33,,
2004,CALIFORNIA,Yorba Linda,"63,077",54,1,9,11,33,802,193,543,66,12,,
2004,CALIFORNIA,Yuba City,"49,563",196,3,23,40,130,"2,331",488,"1,596",247,20,,
2004,CALIFORNIA,Yucaipa,"46,704",82,0,6,18,58,909,205,578,126,13,,
2004,CALIFORNIA,Yucca Valley,"18,512",40,6,7,13,14,476,128,292,56,8,,
2004,,,,,,,,,,,,,,,
2004,COLORADO,Arvada,"103,108",180,0,19,47,114,"3,653",528,"2,616",509,23,,
2004,COLORADO,Aurora,"293,655","1,754",13,198,557,986,"15,140","2,669","9,999","2,472",110,,
2004,COLORADO,Boulder,"94,088",164,0,35,40,89,"3,789",574,"3,049",166,21,,
2004,COLORADO,Canon City,"15,956",77,0,25,7,45,559,83,449,27,3,,
2004,COLORADO,Castle Rock,"30,202",25,0,0,3,22,709,95,570,44,5,,
2004,COLORADO,Centennial,"99,685",198,0,27,39,132,"2,089",410,"1,502",177,31,,
2004,COLORADO,Colorado Springs,"374,576","1,623",14,276,350,983,"20,346","3,813","14,445","2,088",122,,
2004,COLORADO,Denver,"563,688","4,490",87,243,"1,442","2,718","30,450","7,322","15,590","7,538",166,,
2004,COLORADO,Durango,"14,905",38,1,7,4,26,825,92,690,43,7,,
2004,COLORADO,Englewood,"33,127",130,3,28,53,46,"2,473",380,"1,636",457,13,,
2004,COLORADO,Evans,"15,344",42,0,0,15,27,680,113,479,88,2,,
2004,COLORADO,Federal Heights,"11,982",37,0,6,13,18,662,103,433,126,3,,
2004,COLORADO,Fort Collins,"127,141",358,0,129,28,201,"4,684",714,"3,712",258,18,,
2004,COLORADO,Fort Morgan,"11,118",14,0,0,1,13,428,42,372,14,3,,
2004,COLORADO,Golden,"17,746",23,0,2,2,19,585,104,436,45,3,,
2004,COLORADO,Grand Junction,"44,877",273,2,41,17,213,"3,155",556,"2,410",189,21,,
2004,COLORADO,Greeley,"84,344",438,6,58,58,316,"5,175",854,"3,891",430,32,,
2004,COLORADO,Greenwood Village,"12,873",31,0,1,10,20,739,82,610,47,6,,
2004,COLORADO,Lafayette,"23,918",61,1,3,5,52,529,96,383,50,14,,
2004,COLORADO,Lakewood,"144,062",659,6,83,184,386,"7,731","1,172","5,271","1,288",31,,
2004,COLORADO,Littleton,"41,051",76,3,1,20,52,"1,550",245,"1,096",209,35,,
2004,COLORADO,Louisville,"18,592",22,0,5,3,14,422,62,328,32,0,,
2004,COLORADO,Loveland,"57,065",90,0,15,11,64,"1,961",245,"1,571",145,11,,
2004,COLORADO,Montrose,"14,353",47,0,12,2,33,618,74,516,28,5,,
2004,COLORADO,Parker,"34,912",31,1,9,8,13,782,104,621,57,9,,
2004,COLORADO,Pueblo,"104,803",666,7,34,203,422,"5,775","1,298","4,038",439,34,,
2004,COLORADO,Sterling,"12,927",36,1,6,4,25,390,75,293,22,4,,
2004,COLORADO,Thornton,"97,660",279,4,71,48,156,"4,170",612,"2,876",682,23,,
2004,COLORADO,Westminster,"104,543",251,4,31,61,155,"5,246",692,"3,740",814,15,,
2004,COLORADO,Windsor,"13,232",17,1,0,0,16,132,37,82,13,2,,
2004,,,,,,,,,,,,,,,
2004,CONNECTICUT,Ansonia,"18,927",27,0,2,13,12,394,45,303,46,1,,
2004,CONNECTICUT,Avon,"16,806",4,0,0,2,2,169,25,139,5,0,,
2004,CONNECTICUT,Berlin,"19,434",12,0,0,6,6,396,88,279,29,0,,
2004,CONNECTICUT,Bethel,"18,674",7,1,1,1,4,124,23,100,1,4,,
2004,CONNECTICUT,Bloomfield,"19,918",52,0,16,20,16,545,76,407,62,2,,
2004,CONNECTICUT,Branford,"29,305",44,0,14,17,13,771,66,677,28,1,,
2004,CONNECTICUT,Bridgeport,"140,475","1,419",14,59,541,805,"6,238","1,209","4,109",920,75,,
2004,CONNECTICUT,Bristol,"61,075",146,0,23,55,68,"1,667",394,"1,168",105,5,,
2004,CONNECTICUT,Brookfield,"16,130",18,0,3,1,14,169,22,142,5,2,,
2004,CONNECTICUT,Cheshire,"29,357",4,0,1,1,2,308,72,218,18,1,,
2004,CONNECTICUT,Clinton,"13,724",18,0,2,4,12,267,34,223,10,9,,
2004,CONNECTICUT,Coventry,"12,178",5,0,3,0,2,133,25,105,3,1,,
2004,CONNECTICUT,Cromwell,"13,549",13,0,0,9,4,310,49,250,11,3,,
2004,CONNECTICUT,Danbury,"77,802",147,3,19,62,63,"1,858",287,"1,417",154,6,,
2004,CONNECTICUT,Darien,"20,037",3,0,0,2,1,213,34,166,13,0,,
2004,CONNECTICUT,Derby,"12,666",24,0,5,8,11,455,91,308,56,2,,
2004,CONNECTICUT,East Hampton,"11,728",3,0,0,1,2,104,13,84,7,1,,
2004,CONNECTICUT,East Haven,"28,877",18,1,0,15,2,593,75,422,96,0,,
2004,CONNECTICUT,East Windsor,"10,244",18,1,5,6,6,330,46,244,40,3,,
2004,CONNECTICUT,Enfield,"45,803",52,0,4,16,32,957,135,707,115,6,,
2004,CONNECTICUT,Fairfield,"58,746",44,0,7,15,22,"1,307",178,"1,055",74,3,,
2004,CONNECTICUT,Farmington,"24,649",19,0,2,10,7,717,79,595,43,3,,
2004,CONNECTICUT,Glastonbury,"32,979",17,0,3,9,5,438,78,334,26,0,,
2004,CONNECTICUT,Granby,"10,932",7,0,1,0,6,124,23,99,2,0,,
2004,CONNECTICUT,Greenwich,"62,332",20,0,2,5,13,636,110,475,51,1,,
2004,CONNECTICUT,Groton,"10,296",26,2,10,7,7,254,41,196,17,4,,
2004,CONNECTICUT,Groton Town,"29,254",70,1,37,16,16,574,76,474,24,0,,
2004,CONNECTICUT,Guilford,"22,210",30,0,6,5,19,346,66,266,14,1,,
2004,CONNECTICUT,Hamden,"58,967",71,2,8,52,9,"1,141",108,958,75,3,,
2004,CONNECTICUT,Hartford,"125,109","1,514",16,54,890,554,"10,969","1,722","6,621","2,626",97,,
2004,CONNECTICUT,Madison,"18,807",5,0,0,0,5,186,31,148,7,2,,
2004,CONNECTICUT,Manchester3,"55,712",349,1,13,80,255,"2,230",309,"1,717",204,10,,
2004,CONNECTICUT,Meriden,"59,304",206,1,14,121,70,"2,210",517,"1,511",182,20,,
2004,CONNECTICUT,Middletown,"47,191",44,0,0,22,22,"1,293",129,"1,046",118,0,,
2004,CONNECTICUT,Milford,"54,182",88,1,14,37,36,"1,770",192,"1,417",161,5,,
2004,CONNECTICUT,Monroe,"19,728",6,0,1,2,3,192,30,145,17,1,,
2004,CONNECTICUT,New Britain,"71,988",291,3,7,166,115,"2,968",652,"1,943",373,2,,
2004,CONNECTICUT,New Canaan,"19,954",1,0,0,0,1,183,42,128,13,0,,
2004,CONNECTICUT,New London,"26,353",209,2,20,57,130,893,173,627,93,9,,
2004,CONNECTICUT,New Milford,"28,375",21,3,7,2,9,308,65,211,32,4,,
2004,CONNECTICUT,Newtown,"26,452",15,0,0,3,12,253,50,194,9,4,,
2004,CONNECTICUT,North Haven,"23,765",13,0,0,11,2,490,66,386,38,2,,
2004,CONNECTICUT,Norwalk,"84,659",348,2,13,122,211,"2,761",456,"1,971",334,3,,
2004,CONNECTICUT,Norwich,"36,437",166,4,28,49,85,"1,065",222,761,82,11,,
2004,CONNECTICUT,Old Saybrook,"10,596",3,1,1,1,0,243,21,218,4,0,,
2004,CONNECTICUT,Orange,"13,651",9,0,1,8,0,447,36,381,30,0,,
2004,CONNECTICUT,Plainfield,"15,262",26,0,0,0,26,162,26,125,11,0,,
2004,CONNECTICUT,Plainville,"17,562",26,1,4,10,11,589,68,482,39,2,,
2004,CONNECTICUT,Ridgefield,"24,271",0,0,0,0,0,83,5,76,2,0,,
2004,CONNECTICUT,Rocky Hill,"18,636",51,1,2,4,44,362,42,283,37,0,,
2004,CONNECTICUT,Seymour,"16,138",30,0,0,4,26,209,53,137,19,0,,
2004,CONNECTICUT,Shelton,"39,348",30,0,4,16,10,504,123,295,86,1,,
2004,CONNECTICUT,Simsbury,"23,632",9,0,0,2,7,218,28,182,8,1,,
2004,CONNECTICUT,South Windsor,"25,417",13,0,3,1,9,411,73,315,23,0,,
2004,CONNECTICUT,Stamford,"120,805",305,3,12,137,153,"2,349",359,"1,803",187,5,,
2004,CONNECTICUT,Stonington,"18,312",10,0,0,4,6,367,60,299,8,3,,
2004,CONNECTICUT,Stratford,"50,473",115,0,8,58,49,"1,716",296,"1,224",196,6,,
2004,CONNECTICUT,Suffield,"14,300",12,0,1,3,8,160,39,107,14,0,,
2004,CONNECTICUT,Torrington,"35,964",100,1,1,15,83,"1,000",194,751,55,5,,
2004,CONNECTICUT,Trumbull,"35,216",17,0,2,10,5,787,83,656,48,13,,
2004,CONNECTICUT,Vernon,"29,376",33,0,7,13,13,358,55,248,55,2,,
2004,CONNECTICUT,Wallingford,"44,588",18,0,5,8,5,866,143,683,40,8,,
2004,CONNECTICUT,Waterbury,"108,758",452,1,49,223,179,"6,513","1,239","4,514",760,1,,
2004,CONNECTICUT,Waterford,"19,145",51,0,8,10,33,604,53,539,12,0,,
2004,CONNECTICUT,West Hartford,"61,781",110,0,4,67,39,"1,860",321,"1,402",137,6,,
2004,CONNECTICUT,West Haven,"53,312",268,2,13,67,186,"1,806",204,"1,356",246,11,,
2004,CONNECTICUT,Weston,"10,298",1,0,0,0,1,56,5,46,5,0,,
2004,CONNECTICUT,Westport,"26,473",11,0,1,2,8,499,52,431,16,0,,
2004,CONNECTICUT,Wethersfield,"26,551",40,0,9,13,18,740,97,545,98,2,,
2004,CONNECTICUT,Willimantic,"16,278",41,1,4,25,11,599,111,430,58,4,,
2004,CONNECTICUT,Wilton,"18,013",4,1,1,0,2,113,22,84,7,0,,
2004,CONNECTICUT,Winchester,"10,844",14,0,2,0,12,223,34,162,27,4,,
2004,CONNECTICUT,Windsor,"28,731",32,0,5,14,13,630,67,510,53,0,,
2004,,,,,,,,,,,,,,,
2004,DELAWARE,Dover,"33,325",245,2,16,59,168,"1,807",125,"1,567",115,11,,
2004,DELAWARE,Newark,"30,291",150,1,14,51,84,"1,256",248,959,49,11,,
2004,,,,,,,,,,,,,,,
2004,DISTRICT OF COLUMBIA,Washington,"553,523","7,336",198,218,"3,057","3,863","25,835","3,943","13,756","8,136",81,,
2004,,,,,,,,,,,,,,,
2004,FLORIDA,Altamonte Springs,"41,852",140,2,24,33,81,"1,481",222,"1,094",165,7,,
2004,FLORIDA,Apopka,"31,385",252,1,8,50,193,"1,622",362,"1,126",134,13,,
2004,FLORIDA,Atlantic Beach,"13,866",70,1,10,17,42,468,120,308,40,0,,
2004,FLORIDA,Auburndale,"12,222",63,1,1,25,36,778,145,595,38,2,,
2004,FLORIDA,Aventura,"27,479",74,0,1,43,30,"1,777",124,"1,566",87,0,,
2004,FLORIDA,Bartow,"15,920",136,1,10,20,105,948,212,678,58,1,,
2004,FLORIDA,Belle Glade,"15,544",389,2,10,71,306,"1,286",271,936,79,5,,
2004,FLORIDA,Boca Raton,"80,192",255,2,22,82,149,"3,008",600,"2,152",256,4,,
2004,FLORIDA,Boynton Beach,"65,814",680,6,4,223,447,"4,335",724,"3,130",481,26,,
2004,FLORIDA,Bradenton,"53,664",385,4,18,126,237,"3,112",674,"2,100",338,0,,
2004,FLORIDA,Cape Coral,"121,375",328,4,25,43,256,"3,474",882,"2,359",233,39,,
